Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable
?b  battle  ?f  ?f  isPartOfMilitaryConflict  ?a   ,?a  commander  ?b,0.036099969,0.044741874,0.166666667,117,2615,702,?b
?b  canton  ?f  ?f  neighboringMunicipality  ?a   ,?a  neighboringMunicipality  ?b,0.022435897,0.150537634,0.166666667,14,93,84,?b
?f  childOrganisation  ?b  ?a  commandStructure  ?f   ,?a  commandStructure  ?b,0.018867925,0.166666667,0.166666667,3,18,18,?a
?f  leader  ?a  ?b  nationality  ?f   ,?a  vicePresident  ?b,0.027210884,0.000918063,0.166666667,4,4357,24,?b
?b  author  ?f  ?a  director  ?f   ,?a  previousWork  ?b,0.010773751,0.03125,0.166666667,11,352,66,?a
?e  associatedBand  ?a  ?e  instrument  ?b   ,?a  instrument  ?b,0.077863815,0.034757084,0.166579017,1267,36453,7606,?a
?e  associatedMusicalArtist  ?a  ?e  instrument  ?b   ,?a  instrument  ?b,0.077863815,0.034757084,0.166579017,1267,36453,7606,?a
?a  author  ?b   ,?a  director  ?b,0.033906399,0.102898551,0.166276347,71,690,427,?a
?f  relative  ?b  ?a  relative  ?f   ,?a  spouse  ?b,0.021668472,0.042417815,0.165975104,40,943,241,?b
?e  associatedMusicalArtist  ?a  ?e  bandMember  ?b   ,?a  formerBandMember  ?b,0.207966373,0.085570746,0.165921431,1039,12142,6262,?b
?e  associatedBand  ?a  ?e  bandMember  ?b   ,?a  formerBandMember  ?b,0.207966373,0.085570746,0.165921431,1039,12142,6262,?b
?b  capital  ?f  ?a  foundationPlace  ?f   ,?a  locationCountry  ?b,0.016324063,0.06122449,0.165644172,27,441,163,?a
?a  predecessor  ?b  ?a  primeMinister  ?b   ,?a  president  ?b,0.010013061,0.059125964,0.165467626,23,389,139,?a
?f  director  ?b  ?a  related  ?f   ,?a  executiveProducer  ?b,0.011217949,0.092920354,0.165354331,21,226,127,?a
?a  governor  ?f  ?b  predecessor  ?f   ,?a  governor  ?b,0.17765043,0.165333333,0.165333333,62,375,375,?a
?e  predecessor  ?b  ?e  primeMinister  ?a   ,?a  deputy  ?b,0.191588785,0.023046655,0.165322581,82,3558,496,?b
?a  musicFusionGenre  ?f  ?b  musicSubgenre  ?f   ,?a  musicFusionGenre  ?b,0.039175258,0.069852941,0.165217391,19,272,115,?b
?a  influenced  ?f  ?f  mainInterest  ?b   ,?a  mainInterest  ?b,0.287069988,0.117191283,0.165187713,242,2065,1465,?a
?f  deathPlace  ?b  ?a  predecessor  ?f   ,?a  birthPlace  ?b,0.010540087,0.144500846,0.165119876,427,2955,2586,?a
?a  executiveProducer  ?f  ?b  spouse  ?f   ,?a  creator  ?b,0.011157601,0.096385542,0.164948454,16,166,97,?a
?f  child  ?b  ?a  child  ?f   ,?a  child  ?b,0.023734177,0.164835165,0.164835165,15,91,91,?b
?f  parent  ?a  ?b  relative  ?f   ,?a  relative  ?b,0.025515211,0.131313131,0.164556962,26,198,158,?b
?a  assembly  ?f  ?f  largestCity  ?b   ,?a  assembly  ?b,0.023492063,0.104519774,0.164444444,37,354,225,?b
?b  predecessor  ?f  ?a  primeMinister  ?f   ,?a  primeMinister  ?b,0.335655478,0.164443065,0.164443065,1060,6446,6446,?a
?a  deathPlace  ?f  ?b  largestCity  ?f   ,?a  stateOfOrigin  ?b,0.011616651,0.004070556,0.164383562,12,2948,73,?a
?a  relative  ?f  ?f  residence  ?b   ,?a  stateOfOrigin  ?b,0.011616651,0.049792531,0.164383562,12,241,73,?a
?a  routeJunction  ?e  ?e  routeStart  ?b   ,?a  routeJunction  ?b,0.014175258,0.055555556,0.164179104,11,198,67,?b
?b  president  ?f  ?a  successor  ?f   ,?a  primeMinister  ?b,0.05541482,0.049295775,0.164165103,175,3550,1066,?a
?e  populationPlace  ?b  ?e  related  ?a   ,?a  populationPlace  ?b,0.196,0.163651545,0.163651545,588,3593,3593,?b
?f  isPartOf  ?b  ?a  location  ?f   ,?a  locationCity  ?b,0.012491325,0.002172077,0.163636364,18,8287,110,?a
?e  formerBandMember  ?b  ?e  recordLabel  ?a   ,?a  foundedBy  ?b,0.080495356,0.00511509,0.163522013,52,10166,318,?b
?e  deathPlace  ?b  ?e  successor  ?a   ,?a  birthPlace  ?b,0.012687599,0.138246369,0.163226421,514,3718,3149,?a
?a  deputy  ?f  ?f  primeMinister  ?b   ,?a  successor  ?b,0.01208305,0.156387665,0.163218391,71,454,435,?a
?b  creator  ?f  ?a  director  ?f   ,?a  related  ?b,0.016208598,0.030585106,0.163120567,23,752,141,?b
?e  predecessor  ?b  ?e  president  ?a   ,?a  vicePresident  ?b,0.204081633,0.013274336,0.163043478,30,2260,184,?b
?e  monarch  ?b  ?e  nationality  ?a   ,?a  leader  ?b,0.015730337,0.056451613,0.162790698,7,124,43,?a
?e  birthPlace  ?a  ?e  birthPlace  ?b   ,?a  country  ?b,0.086357901,0.096224621,0.162761418,2327,24183,14297,?a
?a  regionServed  ?b   ,?a  locationCountry  ?b,0.054413543,0.052631579,0.162748644,90,1710,553,?a
?b  governor  ?f  ?f  predecessor  ?a   ,?a  lieutenant  ?b,0.125,0.043333333,0.1625,13,300,80,?a
?b  country  ?f  ?a  county  ?f   ,?a  routeJunction  ?b,0.016752577,0.001478281,0.1625,13,8794,80,?b
?b  capital  ?f  ?a  headquarter  ?f   ,?a  jurisdiction  ?b,0.175925926,0.009009009,0.162393162,19,2109,117,?a
?b  capital  ?f  ?a  location  ?f   ,?a  jurisdiction  ?b,0.175925926,0.004278316,0.162393162,19,4441,117,?a
?a  almaMater  ?f  ?f  state  ?b   ,?a  restingPlace  ?b,0.013552068,0.007124109,0.162393162,19,2667,117,?a
?a  birthPlace  ?f  ?b  religion  ?f   ,?a  ethnicity  ?b,0.02739726,0.007594937,0.162162162,6,790,37,?a
?f  headquarter  ?a  ?b  otherParty  ?f   ,?a  leader  ?b,0.013483146,0.024096386,0.162162162,6,249,37,?a
?e  presenter  ?b  ?e  related  ?a   ,?a  presenter  ?b,0.056603774,0.162162162,0.162162162,18,111,111,?b
?e  musicSubgenre  ?a  ?e  stylisticOrigin  ?b   ,?a  stylisticOrigin  ?b,0.123685318,0.149314373,0.161894273,294,1969,1816,?a
?b  commander  ?f  ?a  notableCommander  ?f   ,?a  battle  ?b,0.017463436,0.158259149,0.161779575,160,1011,989,?a
?b  routeJunction  ?a   ,?a  routeEnd  ?b,0.057291667,0.014175258,0.161764706,11,776,68,?b
?b  relative  ?f  ?f  spouse  ?a   ,?a  child  ?b,0.025316456,0.062015504,0.161616162,16,258,99,?b
?f  derivative  ?a  ?b  derivative  ?f   ,?a  stylisticOrigin  ?b,0.088346655,0.158371041,0.161538462,210,1326,1300,?a
?a  derivative  ?f  ?f  stylisticOrigin  ?b   ,?a  stylisticOrigin  ?b,0.193100547,0.159430358,0.161335677,459,2879,2845,?a
?a  state  ?b   ,?a  daylightSavingTimeZone  ?b,0.037037037,0.001405679,0.161290323,5,3557,31,?a
?b  award  ?a   ,?a  cinematography  ?b,0.014124294,0.001397819,0.161290323,5,3577,31,?a
?b  routeJunction  ?a   ,?a  routeStart  ?b,0.050505051,0.012886598,0.161290323,10,776,62,?b
?a  state  ?b   ,?a  mouthRegion  ?b,0.245098039,0.007028395,0.161290323,25,3557,155,?a
?a  president  ?f  ?f  primeMinister  ?b   ,?a  predecessor  ?b,0.05488297,0.127400468,0.161137441,272,2135,1688,?b
?b  musicSubgenre  ?f  ?a  stylisticOrigin  ?f   ,?a  stylisticOrigin  ?b,0.093395036,0.161103048,0.161103048,222,1378,1378,?a
?a  successor  ?f  ?b  vicePresident  ?f   ,?a  president  ?b,0.010448411,0.111111111,0.161073826,24,216,149,?a
?e  location  ?b  ?e  parentCompany  ?a   ,?a  locationCity  ?b,0.034698126,0.065963061,0.160771704,50,758,311,?a
?b  deputy  ?a  ?b  successor  ?a   ,?a  deputy  ?b,0.021028037,0.052023121,0.160714286,9,173,56,?b
?b  successor  ?a   ,?a  president  ?b,0.11449717,0.044758339,0.160463697,263,5876,1639,?a
?f  birthPlace  ?b  ?a  executiveProducer  ?f   ,?a  location  ?b,0.01113193,0.054010695,0.160063391,101,1870,631,?a
?a  creator  ?f  ?b  creator  ?f   ,?a  related  ?b,0.153629316,0.042020046,0.160058737,218,5188,1362,?b
?f  creator  ?b  ?a  related  ?f   ,?a  author  ?b,0.04057971,0.07253886,0.16,28,386,175,?b
?f  isPartOf  ?b  ?a  residence  ?f   ,?a  residence  ?b,0.168857432,0.159452578,0.159452578,501,3142,3142,?a
?a  predecessor  ?b   ,?a  president  ?b,0.101001306,0.046811945,0.159122085,232,4956,1458,?a
?e  musicFusionGenre  ?b  ?a  musicFusionGenre  ?e   ,?a  musicFusionGenre  ?b,0.090721649,0.158844765,0.158844765,44,277,277,?b
?e  birthPlace  ?b  ?e  primeMinister  ?a   ,?a  birthPlace  ?b,0.012095182,0.137447405,0.158678756,490,3565,3088,?a
?a  city  ?b   ,?a  mouthMountain  ?b,0.187739464,0.014248328,0.158576052,49,3439,309,?a
?a  city  ?b   ,?a  mouthPlace  ?b,0.187739464,0.014248328,0.158576052,49,3439,309,?a
?a  deputy  ?f  ?f  primeMinister  ?b   ,?a  predecessor  ?b,0.012711864,0.13876652,0.158291457,63,454,398,?b
?f  relative  ?a  ?b  relative  ?f   ,?a  child  ?b,0.082278481,0.05514316,0.158054711,52,943,329,?b
?a  birthPlace  ?f  ?f  largestCity  ?b   ,?a  residence  ?b,0.036063364,0.011948632,0.158050222,107,8955,677,?a
?e  president  ?a  ?e  president  ?b   ,?a  predecessor  ?b,0.044188862,0.118892508,0.158008658,219,1842,1386,?b
?a  award  ?b   ,?a  institution  ?b,0.028301887,0.000838692,0.157894737,3,3577,19,?b
?a  mouthRegion  ?b   ,?a  sourceRegion  ?b,0.085106383,0.117647059,0.157894737,12,102,76,?a
?e  riverMouth  ?a  ?e  source  ?b   ,?a  sourcePlace  ?b,0.016759777,0.066666667,0.157894737,3,45,19,?a
?b  commander  ?f  ?f  successor  ?a   ,?a  battle  ?b,0.010150622,0.041351712,0.157894737,93,2249,589,?a
?f  relation  ?a  ?b  relation  ?f   ,?a  child  ?b,0.014240506,0.046391753,0.157894737,9,194,57,?b
?b  routeJunction  ?f  ?a  routeStart  ?f   ,?a  routeEnd  ?b,0.015625,0.03125,0.157894737,3,96,19,?b
?a  commandStructure  ?f  ?f  location  ?b   ,?a  garrison  ?b,0.01459854,0.146341463,0.157894737,6,41,38,?b
?a  canton  ?f  ?b  neighboringMunicipality  ?f   ,?a  neighboringMunicipality  ?b,0.024038462,0.157894737,0.157894737,15,95,95,?b
?f  owner  ?b  ?a  owningCompany  ?f   ,?a  owner  ?b,0.010033445,0.036144578,0.157894737,12,332,76,?a
?e  riverMouth  ?a  ?e  source  ?b   ,?a  sourceMountain  ?b,0.016759777,0.066666667,0.157894737,3,45,19,?a
?f  deputy  ?a  ?b  successor  ?f   ,?a  primeMinister  ?b,0.033565548,0.10056926,0.157738095,106,1054,672,?a
?e  knownFor  ?a  ?e  knownFor  ?b   ,?a  related  ?b,0.014094433,0.017841213,0.157480315,20,1121,127,?b
?b  owner  ?a  ?b  owningCompany  ?a   ,?a  division  ?b,0.028328612,0.036563071,0.157480315,20,547,127,?a
?b  predecessor  ?a   ,?a  predecessor  ?b,0.118644068,0.118644068,0.15747188,588,4956,3734,?b
?b  derivative  ?f  ?a  musicSubgenre  ?f   ,?a  musicFusionGenre  ?b,0.055670103,0.053149606,0.156976744,27,508,172,?b
?b  president  ?f  ?f  primeMinister  ?a   ,?a  predecessor  ?b,0.047417272,0.110070258,0.156875834,235,2135,1498,?b
?f  creator  ?b  ?a  previousWork  ?f   ,?a  developer  ?b,0.01843318,0.027027027,0.156862745,8,296,51,?a
?a  industry  ?b   ,?a  service  ?b,0.086826347,0.013450835,0.156756757,29,2156,185,?a
?f  foundationPlace  ?b  ?a  owningCompany  ?f   ,?a  headquarter  ?b,0.014009662,0.052064632,0.156756757,29,557,185,?a
?e  headquarter  ?b  ?e  owningCompany  ?a   ,?a  locationCity  ?b,0.023594726,0.063551402,0.156682028,34,535,217,?a
?e  associatedBand  ?a  ?e  deathPlace  ?b   ,?a  hometown  ?b,0.012267809,0.052788845,0.156342183,212,4016,1356,?a
?e  associatedMusicalArtist  ?a  ?e  deathPlace  ?b   ,?a  hometown  ?b,0.012267809,0.052788845,0.156342183,212,4016,1356,?a
?a  birthPlace  ?f  ?f  capital  ?b   ,?a  deathPlace  ?b,0.062651116,0.059342584,0.156261085,881,14846,5638,?a
?a  occupation  ?b   ,?a  employer  ?b,0.029585799,0.000265506,0.15625,5,18832,32,?b
?f  deputy  ?a  ?b  predecessor  ?f   ,?a  associate  ?b,0.011363636,0.005458515,0.15625,5,916,32,?b
?f  deputy  ?b  ?a  primeMinister  ?f   ,?a  associate  ?b,0.022727273,0.005402485,0.15625,10,1851,64,?b
?a  distributor  ?f  ?b  division  ?f   ,?a  company  ?b,0.033707865,0.100871731,0.156069364,81,803,519,?a
?e  broadcastArea  ?b  ?e  sisterStation  ?a   ,?a  locationCountry  ?b,0.123337364,0.078673351,0.155963303,204,2593,1308,?a
?a  sourceRegion  ?b   ,?a  mouthRegion  ?b,0.117647059,0.085106383,0.155844156,12,141,77,?a
?e  relative  ?a  ?e  relative  ?b   ,?a  spouse  ?b,0.035752979,0.038664323,0.155660377,66,1707,424,?b
?e  creator  ?b  ?e  subsequentWork  ?a   ,?a  developer  ?b,0.016129032,0.025362319,0.155555556,7,276,45,?a
?f  isPartOf  ?b  ?a  restingPlace  ?f   ,?a  restingPlace  ?b,0.094151213,0.155477032,0.155477032,132,849,849,?a
?f  keyPerson  ?b  ?a  owner  ?f   ,?a  trainer  ?b,0.035573123,0.018987342,0.155172414,9,474,58,?a
?b  capital  ?f  ?a  headquarter  ?f   ,?a  broadcastArea  ?b,0.029209622,0.024182077,0.155015198,51,2109,329,?a
?e  deputy  ?a  ?e  predecessor  ?b   ,?a  primeMinister  ?b,0.024382521,0.092882992,0.154929577,77,829,497,?a
?a  company  ?f  ?f  keyPerson  ?b   ,?a  author  ?b,0.01884058,0.014976959,0.154761905,13,868,84,?b
?e  child  ?b  ?e  president  ?a   ,?a  child  ?b,0.02056962,0.154761905,0.154761905,13,84,84,?b
?a  successor  ?b   ,?a  parentCompany  ?b,0.011295181,0.002552757,0.154639175,15,5876,97,?a
?a  producer  ?f  ?f  recordLabel  ?b   ,?a  recordLabel  ?b,0.039405881,0.149390945,0.154633044,1300,8702,8407,?a
?b  associatedBand  ?f  ?a  formerBandMember  ?f   ,?a  formerBandMember  ?b,0.09427542,0.047846404,0.154578274,471,9844,3047,?b
?b  associatedMusicalArtist  ?f  ?a  formerBandMember  ?f   ,?a  formerBandMember  ?b,0.09427542,0.047846404,0.154578274,471,9844,3047,?b
?e  isPartOfMilitaryConflict  ?a  ?e  place  ?b   ,?a  place  ?b,0.067938021,0.116923077,0.154471545,114,975,738,?a
?b  broadcastNetwork  ?f  ?a  owningCompany  ?f   ,?a  sisterStation  ?b,0.010429012,0.099547511,0.154385965,44,442,285,?b
?e  deathPlace  ?b  ?e  party  ?a   ,?a  headquarter  ?b,0.079710145,0.100121359,0.15434986,165,1648,1069,?a
?a  city  ?f  ?b  city  ?f   ,?a  routeJunction  ?b,0.077319588,0.004878445,0.154241645,60,12299,389,?b
?f  birthPlace  ?b  ?a  successor  ?f   ,?a  deathPlace  ?b,0.036836865,0.065769426,0.153983353,518,7876,3364,?a
?a  previousWork  ?f  ?f  writer  ?b   ,?a  producer  ?b,0.012476236,0.123966942,0.153958944,105,847,682,?a
?a  principalArea  ?b   ,?a  ceremonialCounty  ?b,0.035294118,0.15,0.153846154,6,40,39,?a
?a  manufacturer  ?f  ?f  successor  ?b   ,?a  manufacturer  ?b,0.030864198,0.153846154,0.153846154,10,65,65,?a
?e  birthPlace  ?a  ?e  hometown  ?b   ,?a  ceremonialCounty  ?b,0.011764706,0.000608273,0.153846154,2,3288,13,?a
?b  author  ?f  ?f  spouse  ?a   ,?a  notableWork  ?b,0.011904762,0.033898305,0.153846154,2,59,13,?b
?f  leader  ?a  ?b  party  ?f   ,?a  vicePresident  ?b,0.013605442,0.001839926,0.153846154,2,1087,13,?b
?e  president  ?a  ?e  primeMinister  ?b   ,?a  vicePresident  ?b,0.013605442,0.002076843,0.153846154,2,963,13,?b
?f  mouthRegion  ?b  ?a  riverMouth  ?f   ,?a  mouthRegion  ?b,0.019607843,0.051282051,0.153846154,2,39,13,?a
?f  headquarter  ?a  ?b  party  ?f   ,?a  leader  ?b,0.105617978,0.013726636,0.153594771,47,3424,306,?a
?b  stylisticOrigin  ?a   ,?a  musicSubgenre  ?b,0.433537832,0.089188052,0.153400868,212,2377,1382,?b
?b  leader  ?f  ?a  primeMinister  ?f   ,?a  party  ?b,0.018646904,0.130872483,0.15324165,78,596,509,?a
?b  division  ?f  ?a  owner  ?f   ,?a  owner  ?b,0.012541806,0.153061224,0.153061224,15,98,98,?a
?e  knownFor  ?a  ?e  knownFor  ?b   ,?a  previousWork  ?b,0.012732615,0.011596789,0.152941176,13,1121,85,?a
?f  primeMinister  ?a  ?b  successor  ?f   ,?a  deputy  ?b,0.228971963,0.023400191,0.152647975,98,4188,642,?b
?f  starring  ?b  ?a  subsequentWork  ?f   ,?a  starring  ?b,0.010588235,0.152542373,0.152542373,99,649,649,?b
?e  birthPlace  ?a  ?e  hometown  ?b   ,?a  country  ?b,0.010947822,0.089720195,0.152533609,295,3288,1934,?a
?f  headquarter  ?b  ?a  sisterStation  ?f   ,?a  broadcastArea  ?b,0.056128293,0.066440678,0.152410575,98,1475,643,?a
?f  headquarter  ?b  ?a  sisterStation  ?f   ,?a  locationCountry  ?b,0.098548972,0.110508475,0.152336449,163,1475,1070,?a
?a  previousWork  ?f  ?f  producer  ?b   ,?a  author  ?b,0.010144928,0.003904071,0.152173913,7,1793,46,?b
?a  artist  ?f  ?f  hometown  ?b   ,?a  recordedIn  ?b,0.012726055,0.040254237,0.152,19,472,125,?a
?e  president  ?a  ?e  president  ?b   ,?a  vicePresident  ?b,0.210884354,0.016829533,0.151960784,31,1842,204,?b
?f  associatedMusicalArtist  ?b  ?a  writer  ?f   ,?a  musicalBand  ?b,0.293240557,0.080184833,0.15193133,885,11037,5825,?b
?f  associatedBand  ?b  ?a  writer  ?f   ,?a  musicalBand  ?b,0.293240557,0.080184833,0.15193133,885,11037,5825,?b
?f  associatedMusicalArtist  ?b  ?a  writer  ?f   ,?a  musicalArtist  ?b,0.293240557,0.080184833,0.15193133,885,11037,5825,?b
?f  associatedBand  ?b  ?a  writer  ?f   ,?a  musicalArtist  ?b,0.293240557,0.080184833,0.15193133,885,11037,5825,?b
?e  birthPlace  ?b  ?e  predecessor  ?a   ,?a  deathPlace  ?b,0.029583274,0.059183383,0.151880248,416,7029,2739,?a
?e  primeMinister  ?a  ?e  primeMinister  ?b   ,?a  predecessor  ?b,0.085552865,0.118138757,0.151536812,424,3589,2798,?b
?e  president  ?b  ?e  residence  ?a   ,?a  leader  ?b,0.011235955,0.027777778,0.151515152,5,180,33,?a
?e  child  ?a  ?e  successor  ?b   ,?a  associate  ?b,0.011363636,0.023364486,0.151515152,5,214,33,?b
?e  owner  ?b  ?e  parentCompany  ?a   ,?a  subsidiary  ?b,0.011547344,0.02994012,0.151515152,5,167,33,?b
?e  owningCompany  ?b  ?e  parentCompany  ?a   ,?a  subsidiary  ?b,0.011547344,0.02994012,0.151515152,5,167,33,?b
?f  director  ?b  ?a  related  ?f   ,?a  creator  ?b,0.013947001,0.088495575,0.151515152,20,226,132,?a
?f  relative  ?b  ?a  relative  ?f   ,?a  child  ?b,0.07278481,0.048780488,0.151315789,46,943,304,?b
?e  isPartOf  ?a  ?e  isPartOf  ?b   ,?a  region  ?b,0.028281043,0.002923977,0.151300236,64,21888,423,?a
?e  primeMinister  ?a  ?e  primeMinister  ?b   ,?a  deputy  ?b,0.163551402,0.01950404,0.151187905,70,3589,463,?b
?a  deathPlace  ?b   ,?a  region  ?b,0.048608042,0.0078225,0.151098901,110,14062,728,?a
?b  leader  ?f  ?a  successor  ?f   ,?a  otherParty  ?b,0.021917808,0.013355593,0.150943396,8,599,53,?a
?e  party  ?a  ?e  residence  ?b   ,?a  headquarter  ?b,0.031400966,0.105691057,0.150812065,65,615,431,?a
?e  previousWork  ?a  ?e  starring  ?b   ,?a  starring  ?b,0.01026738,0.150706436,0.150706436,96,637,637,?b
?b  leader  ?f  ?a  primeMinister  ?f   ,?a  otherParty  ?b,0.030136986,0.018456376,0.150684932,11,596,73,?a
?b  subsidiary  ?a   ,?a  subsidiary  ?b,0.032332564,0.032332564,0.150537634,14,433,93,?b
?f  author  ?b  ?a  related  ?f   ,?a  author  ?b,0.020289855,0.150537634,0.150537634,14,93,93,?b
?a  canton  ?f  ?f  neighboringMunicipality  ?b   ,?a  neighboringMunicipality  ?b,0.022435897,0.150537634,0.150537634,14,93,93,?b
?b  rightTributary  ?a   ,?a  mouthMountain  ?b,0.022988506,0.06122449,0.15,6,98,40,?a
?b  rightTributary  ?a   ,?a  mouthPlace  ?b,0.022988506,0.06122449,0.15,6,98,40,?a
?e  governor  ?a  ?e  lieutenant  ?b   ,?a  lieutenant  ?b,0.028846154,0.096774194,0.15,3,31,20,?a
?f  keyPerson  ?b  ?a  owner  ?f   ,?a  breeder  ?b,0.024590164,0.006329114,0.15,3,474,20,?a
?e  channel  ?b  ?e  presenter  ?a   ,?a  employer  ?b,0.035502959,0.065934066,0.15,6,91,40,?b
?f  countySeat  ?b  ?a  mouthPlace  ?f   ,?a  mouthMountain  ?b,0.011494253,0.15,0.15,3,20,20,?a
?f  countySeat  ?b  ?a  mouthMountain  ?f   ,?a  mouthMountain  ?b,0.011494253,0.15,0.15,3,20,20,?a
?f  relation  ?b  ?a  relation  ?f   ,?a  child  ?b,0.014240506,0.046391753,0.15,9,194,60,?b
?a  director  ?b  ?a  writer  ?b   ,?a  editing  ?b,0.049668874,0.065789474,0.15,15,228,100,?a
?f  countySeat  ?b  ?a  mouthMountain  ?f   ,?a  mouthPlace  ?b,0.011494253,0.15,0.15,3,20,20,?a
?f  countySeat  ?b  ?a  mouthPlace  ?f   ,?a  mouthPlace  ?b,0.011494253,0.15,0.15,3,20,20,?a
?b  district  ?f  ?f  isPartOf  ?a   ,?a  neighboringMunicipality  ?b,0.038461538,0.016678249,0.15,24,1439,160,?b
?a  portrayer  ?e  ?e  starring  ?b   ,?a  portrayer  ?b,0.03125,0.083333333,0.15,12,144,80,?b
?a  child  ?f  ?f  relative  ?b   ,?a  relative  ?b,0.048086359,0.149847095,0.149847095,49,327,327,?b
?a  ethnicGroup  ?f  ?b  related  ?f   ,?a  ethnicGroup  ?b,0.117834395,0.05278174,0.149797571,37,701,247,?b
?f  routeJunction  ?a  ?b  routeJunction  ?f   ,?a  routeJunction  ?b,0.131443299,0.128787879,0.149779736,102,792,681,?b
?a  associatedBand  ?f  ?b  bandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.016465086,0.14941729,0.14941729,859,5749,5749,?a
?a  associatedMusicalArtist  ?f  ?b  bandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.016465086,0.14941729,0.14941729,859,5749,5749,?a
?a  associatedBand  ?f  ?b  bandMember  ?f   ,?a  associatedBand  ?b,0.016465086,0.14941729,0.14941729,859,5749,5749,?a
?a  associatedMusicalArtist  ?f  ?b  bandMember  ?f   ,?a  associatedBand  ?b,0.016465086,0.14941729,0.14941729,859,5749,5749,?a
?e  associatedMusicalArtist  ?a  ?e  recordLabel  ?b   ,?a  recordLabel  ?b,0.232525008,0.114679105,0.149374927,7671,66891,51354,?a
?e  associatedBand  ?a  ?e  recordLabel  ?b   ,?a  recordLabel  ?b,0.232525008,0.114679105,0.149374927,7671,66891,51354,?a
?f  division  ?a  ?b  owningCompany  ?f   ,?a  subsidiary  ?b,0.055427252,0.030612245,0.149068323,24,784,161,?b
?a  starring  ?b   ,?a  writer  ?b,0.010295127,0.004812834,0.149006623,45,9350,302,?b
?e  producer  ?b  ?e  subsequentWork  ?a   ,?a  author  ?b,0.010144928,0.003901895,0.14893617,7,1794,47,?b
?b  artist  ?f  ?a  writer  ?f   ,?a  album  ?b,0.396396396,0.073908175,0.148648649,132,1786,888,?a
?b  capital  ?f  ?a  ground  ?f   ,?a  ground  ?b,0.039339485,0.148623853,0.148623853,162,1090,1090,?a
?a  associatedBand  ?f  ?f  recordLabel  ?b   ,?a  recordLabel  ?b,0.281539861,0.098120622,0.148394312,9288,94659,62590,?a
?a  associatedMusicalArtist  ?f  ?f  recordLabel  ?b   ,?a  recordLabel  ?b,0.281539861,0.098120622,0.148394312,9288,94659,62590,?a
