Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body_Size,Pca_Body_Size,Functional_variable
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.0247,0.264737,0.264737,247,933,933,?a
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0247,0.264737,0.264737,247,933,933,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.0356,0.264684,0.264684,356,1345,1345,?a
?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0938,0.264673,0.264673,938,3544,3544,?a
?a  comorbidity  Cardiopathy  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.0569,0.264651,0.264651,569,2150,2150,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  smokingHabit  PreviousSmoker,0.0396,0.264529,0.264529,396,1497,1497,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.0556,0.26451,0.26451,556,2102,2102,?a
?a  drug  Cisplatin   ,?a  drug  Carboplatin,0.053492,0.264296,0.264296,929,3515,3515,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.039,0.264049,0.264049,390,1477,1477,?a
?a  biomarker  EGFR_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0269,0.263984,0.263984,269,1019,1019,?a
?a  biomarker  Unknown  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.0308,0.263925,0.263925,308,1167,1167,?a
?a  drug  Vinorelbine  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.0477,0.263827,0.263827,477,1808,1808,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0402,0.26378,0.26378,402,1524,1524,?a
?a  ageCategory  young  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  PreviousSmoker,0.0557,0.263731,0.263731,557,2112,2112,?a
?a  drug  Carboplatin  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0461,0.26373,0.26373,461,1748,1748,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  PreviousSmoker,0.0329,0.263622,0.263622,329,1248,1248,?a
?a  ageCategory  young  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.043,0.26348,0.26348,430,1632,1632,?a
?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.1301,0.26336,0.26336,1301,4940,4940,?a
?a  comorbidity  Cardiopathy   ,?a  smokingHabit  PreviousSmoker,0.1105,0.263346,0.263346,1105,4196,4196,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.0332,0.263283,0.263283,332,1261,1261,?a
?a  biomarker  EGFR_Positive   ,?a  smokingHabit  CurrentSmoker,0.0766,0.263049,0.263049,766,2912,2912,?a
?a  biomarker  ROS1_Positive  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0286,0.262868,0.262868,286,1088,1088,?a
?a  comorbidity  Others  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.0373,0.262861,0.262861,373,1419,1419,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.0267,0.262537,0.262537,267,1017,1017,?a
?a  drug  Afatinib  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.0451,0.262515,0.262515,451,1718,1718,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.0469,0.262451,0.262451,469,1787,1787,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.0391,0.262416,0.262416,391,1490,1490,?a
?a  ageCategory  old  ?a  biomarker  ALK_Positive   ,?a  smokingHabit  NonSmoker,0.0399,0.262327,0.262327,399,1521,1521,?a
?a  ageCategory  young  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0463,0.262323,0.262323,463,1765,1765,?a
?a  drug  Afatinib   ,?a  drug  Vinorelbine,0.052801,0.262,0.262,917,3500,3500,?a
?a  biomarker  ROS1_Positive   ,?a  smokingHabit  PreviousSmoker,0.0786,0.261913,0.261913,786,3001,3001,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  smokingHabit  Unknown,0.0392,0.261857,0.261857,392,1497,1497,?a
?a  drug  Vinorelbine   ,?a  drug  Carboplatin,0.053435,0.261851,0.261851,928,3544,3544,?a
?a  biomarker  ALK_Positive   ,?a  smokingHabit  PreviousSmoker,0.079,0.261763,0.261763,790,3018,3018,?a
?a  biomarker  ALK_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  Unknown,0.0284,0.261751,0.261751,284,1085,1085,?a
?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.1305,0.261733,0.261733,1305,4986,4986,?a
?a  biomarker  EGFR_Positive  ?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0259,0.261616,0.261616,259,990,990,?a
?a  comorbidity  Depression  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.0388,0.261279,0.261279,388,1485,1485,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Vinorelbine   ,?a  smokingHabit  Unknown,0.0386,0.261164,0.261164,386,1478,1478,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.0451,0.261146,0.261146,451,1727,1727,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  smokingHabit  Unknown,0.0381,0.261138,0.261138,381,1459,1459,?a
?a  biomarker  Unknown  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.037,0.261115,0.261115,370,1417,1417,?a
?a  biomarker  ALK_Positive  ?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0278,0.261033,0.261033,278,1065,1065,?a
?a  ageCategory  young  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  NonSmoker,0.0396,0.26087,0.26087,396,1518,1518,?a
?a  drug  Cisplatin  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0469,0.2607,0.2607,469,1799,1799,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.0452,0.260519,0.260519,452,1735,1735,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.0533,0.260508,0.260508,533,2046,2046,?a
?a  drug  Nivolumab  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0225,0.260417,0.260417,225,864,864,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0552,0.260132,0.260132,552,2122,2122,?a
?a  ageCategory  old  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.0553,0.260113,0.260113,553,2126,2126,?a
?a  biomarker  ROS1_Positive  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.04,0.260078,0.260078,400,1538,1538,?a
?a  drug  Cisplatin   ,?a  drug  Vinorelbine,0.052629,0.260028,0.260028,914,3515,3515,?a
?a  drug  Afatinib  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.0463,0.25982,0.25982,463,1782,1782,?a
?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.109,0.259771,0.259771,1090,4196,4196,?a
?a  ageCategory  young  ?a  comorbidity  Depression   ,?a  smokingHabit  CurrentSmoker,0.0549,0.259697,0.259697,549,2114,2114,?a
?a  drug  Afatinib  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0238,0.259542,0.259542,238,917,917,?a
?a  hasRelapse  Yes   ,?a  smokingHabit  PreviousSmoker,0.1301,0.259473,0.259473,1301,5014,5014,?a
?a  ageCategory  young  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.0423,0.259191,0.259191,423,1632,1632,?a
?a  biomarker  Unknown  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.0423,0.259191,0.259191,423,1632,1632,?a
?a  drug  Afatinib  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.0459,0.258883,0.258883,459,1773,1773,?a
?a  comorbidity  Depression  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0551,0.258807,0.258807,551,2129,2129,?a
?a  biomarker  Unknown  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0302,0.258783,0.258783,302,1167,1167,?a
?a  drug  Vinorelbine   ,?a  drug  Afatinib,0.052801,0.258747,0.258747,917,3544,3544,?a
?a  biomarker  Unknown  ?a  comorbidity  Others   ,?a  smokingHabit  CurrentSmoker,0.0359,0.258646,0.258646,359,1388,1388,?a
?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.0893,0.258466,0.258466,893,3455,3455,?a
?a  drug  Cisplatin  ?a  drug  Vinorelbine   ,?a  smokingHabit  Unknown,0.0236,0.258206,0.258206,236,914,914,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0379,0.258174,0.258174,379,1468,1468,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0545,0.258171,0.258171,545,2111,2111,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  Unknown,0.0339,0.257991,0.257991,339,1314,1314,?a
?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.1305,0.257905,0.257905,1305,5060,5060,?a
?a  drug  Vinorelbine   ,?a  drug  Cisplatin,0.052629,0.257901,0.257901,914,3544,3544,?a
?a  biomarker  Unknown  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.0427,0.25785,0.25785,427,1656,1656,?a
?a  drug  Cisplatin  ?a  drug  Nivolumab   ,?a  smokingHabit  Unknown,0.0231,0.257813,0.257813,231,896,896,?a
?a  biomarker  Unknown  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.0291,0.25775,0.25775,291,1129,1129,?a
?a  ageCategory  young  ?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0444,0.25769,0.25769,444,1723,1723,?a
?a  drug  Nivolumab   ,?a  drug  Vinorelbine,0.04975,0.25768,0.25768,864,3353,3353,?a
?a  comorbidity  Depression  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.0554,0.257555,0.257555,554,2151,2151,?a
?a  drug  Cisplatin  ?a  sex  female   ,?a  smokingHabit  Unknown,0.0445,0.257523,0.257523,445,1728,1728,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0393,0.257199,0.257199,393,1528,1528,?a
?a  drug  Nivolumab   ,?a  drug  Afatinib,0.049634,0.257083,0.257083,862,3353,3353,?a
?a  drug  Carboplatin  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.0221,0.256977,0.256977,221,860,860,?a
?a  ageCategory  young  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.064,0.256719,0.256719,640,2493,2493,?a
?a  comorbidity  Others  ?a  drug  Afatinib   ,?a  smokingHabit  CurrentSmoker,0.0375,0.256674,0.256674,375,1461,1461,?a
?a  biomarker  Unknown  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.0279,0.25667,0.25667,279,1087,1087,?a
?a  ageCategory  young  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.0445,0.256632,0.256632,445,1734,1734,?a
?a  biomarker  ALK_Positive  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  NonSmoker,0.0184,0.256625,0.256625,184,717,717,?a
?a  drug  Nivolumab   ,?a  drug  Carboplatin,0.049519,0.256487,0.256487,860,3353,3353,?a
?a  comorbidity  Depression  ?a  drug  Carboplatin   ,?a  smokingHabit  NonSmoker,0.0379,0.256428,0.256428,379,1478,1478,?a
?a  drug  Cisplatin   ,?a  smokingHabit  PreviousSmoker,0.0901,0.25633,0.25633,901,3515,3515,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0385,0.256325,0.256325,385,1502,1502,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  smokingHabit  Unknown,0.0356,0.256299,0.256299,356,1389,1389,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Afatinib   ,?a  smokingHabit  Unknown,0.0385,0.255984,0.255984,385,1504,1504,?a
?a  biomarker  Unknown   ,?a  smokingHabit  PreviousSmoker,0.0837,0.255963,0.255963,837,3270,3270,?a
?a  ageCategory  old  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0639,0.255907,0.255907,639,2497,2497,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.0542,0.255902,0.255902,542,2118,2118,?a
?a  biomarker  ROS1_Positive  ?a  drug  Carboplatin   ,?a  smokingHabit  NonSmoker,0.0262,0.255859,0.255859,262,1024,1024,?a
?a  drug  Nivolumab  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0428,0.255828,0.255828,428,1673,1673,?a
?a  drug  Cisplatin  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.0442,0.255787,0.255787,442,1728,1728,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.0315,0.255682,0.255682,315,1232,1232,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.026,0.255654,0.255654,260,1017,1017,?a
?a  drug  Cisplatin  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.0229,0.25558,0.25558,229,896,896,?a
?a  biomarker  EGFR_Positive   ,?a  biomarker  ROS1_Positive,0.060979,0.255495,0.255495,744,2912,2912,?a
?a  biomarker  ALK_Positive   ,?a  smokingHabit  Unknown,0.0771,0.255467,0.255467,771,3018,3018,?a
?a  biomarker  Unknown  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.0293,0.255449,0.255449,293,1147,1147,?a
?a  biomarker  ROS1_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0272,0.255399,0.255399,272,1065,1065,?a
?a  drug  Afatinib  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.0234,0.25518,0.25518,234,917,917,?a
?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.0855,0.254996,0.254996,855,3353,3353,?a
?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.0855,0.254996,0.254996,855,3353,3353,?a
?a  drug  Afatinib  ?a  sex  female   ,?a  smokingHabit  Unknown,0.0438,0.254948,0.254948,438,1718,1718,?a
?a  ageCategory  young   ,?a  smokingHabit  PreviousSmoker,0.1269,0.254922,0.254922,1269,4978,4978,?a
?a  biomarker  ROS1_Positive   ,?a  smokingHabit  NonSmoker,0.0765,0.254915,0.254915,765,3001,3001,?a
?a  drug  Cisplatin   ,?a  drug  Nivolumab,0.051592,0.254908,0.254908,896,3515,3515,?a
?a  ageCategory  old  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.0654,0.254772,0.254772,654,2567,2567,?a
?a  ageCategory  young  ?a  biomarker  Unknown   ,?a  smokingHabit  NonSmoker,0.0417,0.254423,0.254423,417,1639,1639,?a
?a  comorbidity  Others  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0378,0.254374,0.254374,378,1486,1486,?a
?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.089,0.254286,0.254286,890,3500,3500,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.0443,0.254159,0.254159,443,1743,1743,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.0219,0.25406,0.25406,219,862,862,?a
?a  biomarker  Unknown  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.041,0.254027,0.254027,410,1614,1614,?a
?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.1077,0.254009,0.254009,1077,4240,4240,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0625,0.253962,0.253962,625,2461,2461,?a
?a  drug  Vinorelbine  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0449,0.253959,0.253959,449,1768,1768,?a
?a  comorbidity  Others  ?a  sex  female   ,?a  smokingHabit  Unknown,0.055,0.253924,0.253924,550,2166,2166,?a
?a  ageCategory  young  ?a  biomarker  Unknown   ,?a  smokingHabit  CurrentSmoker,0.0416,0.253813,0.253813,416,1639,1639,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  NonSmoker,0.0386,0.25378,0.25378,386,1521,1521,?a
?a  ageCategory  young   ,?a  smokingHabit  CurrentSmoker,0.1263,0.253716,0.253716,1263,4978,4978,?a
?a  biomarker  EGFR_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  Unknown,0.0246,0.253608,0.253608,246,970,970,?a
?a  biomarker  ROS1_Positive  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.039,0.253576,0.253576,390,1538,1538,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.0447,0.253545,0.253545,447,1763,1763,?a
?a  biomarker  Unknown   ,?a  smokingHabit  NonSmoker,0.0829,0.253517,0.253517,829,3270,3270,?a
?a  drug  Cisplatin  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.0435,0.253497,0.253497,435,1716,1716,?a
?a  comorbidity  Depression  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.0376,0.253199,0.253199,376,1485,1485,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.0446,0.252978,0.252978,446,1763,1763,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.0235,0.25296,0.25296,235,929,929,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.0637,0.252878,0.252878,637,2519,2519,?a
?a  comorbidity  Cardiopathy  ?a  drug  Nivolumab   ,?a  smokingHabit  Unknown,0.0361,0.252801,0.252801,361,1428,1428,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Nivolumab   ,?a  smokingHabit  Unknown,0.0364,0.252778,0.252778,364,1440,1440,?a
?a  drug  Carboplatin   ,?a  smokingHabit  Unknown,0.0873,0.252677,0.252677,873,3455,3455,?a
?a  ageCategory  young  ?a  drug  Afatinib   ,?a  smokingHabit  Unknown,0.0438,0.252595,0.252595,438,1734,1734,?a
?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.0883,0.252286,0.252286,883,3500,3500,?a
?a  ageCategory  old  ?a  comorbidity  Depression   ,?a  smokingHabit  Unknown,0.0536,0.252117,0.252117,536,2126,2126,?a
?a  biomarker  EGFR_Positive   ,?a  smokingHabit  PreviousSmoker,0.0734,0.25206,0.25206,734,2912,2912,?a
?a  comorbidity  Depression  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0375,0.252016,0.252016,375,1488,1488,?a
?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.1068,0.251887,0.251887,1068,4240,4240,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0435,0.251882,0.251882,435,1727,1727,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  smokingHabit  Unknown,0.0437,0.251873,0.251873,437,1735,1735,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  smokingHabit  Unknown,0.064,0.251869,0.251869,640,2541,2541,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.0634,0.251687,0.251687,634,2519,2519,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.0538,0.251519,0.251519,538,2139,2139,?a
?a  comorbidity  Depression  ?a  sex  male   ,?a  smokingHabit  Unknown,0.0541,0.251511,0.251511,541,2151,2151,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  Unknown,0.0535,0.25141,0.25141,535,2128,2128,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  male   ,?a  smokingHabit  Unknown,0.054,0.25128,0.25128,540,2149,2149,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.033,0.251142,0.251142,330,1314,1314,?a
?a  drug  Carboplatin  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0233,0.251078,0.251078,233,928,928,?a
?a  biomarker  Unknown  ?a  drug  Afatinib   ,?a  smokingHabit  Unknown,0.0293,0.251071,0.251071,293,1167,1167,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  smokingHabit  CurrentSmoker,0.0377,0.250999,0.250999,377,1502,1502,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  Unknown,0.0349,0.250899,0.250899,349,1391,1391,?a
?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.1258,0.250897,0.250897,1258,5014,5014,?a
?a  ageCategory  old   ,?a  smokingHabit  NonSmoker,0.126,0.250896,0.250896,1260,5022,5022,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.0364,0.250861,0.250861,364,1451,1451,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.0366,0.250857,0.250857,366,1459,1459,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0437,0.250717,0.250717,437,1743,1743,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.0613,0.250716,0.250716,613,2445,2445,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  smokingHabit  CurrentSmoker,0.0351,0.250714,0.250714,351,1400,1400,?a
?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.0881,0.25064,0.25064,881,3515,3515,?a
?a  drug  Cisplatin  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.043,0.250583,0.250583,430,1716,1716,?a
?a  drug  Vinorelbine  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0445,0.250563,0.250563,445,1776,1776,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0389,0.250483,0.250483,389,1553,1553,?a
?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.088,0.250356,0.250356,880,3515,3515,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  Unknown,0.0343,0.250182,0.250182,343,1371,1371,?a
?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.1247,0.2501,0.2501,1247,4986,4986,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  Unknown,0.106,0.25,0.25,1060,4240,4240,?a
?a  biomarker  Unknown  ?a  sex  male   ,?a  smokingHabit  Unknown,0.0408,0.25,0.25,408,1632,1632,?a
?a  comorbidity  Others  ?a  hasRelapse  Yes   ,?a  smokingHabit  Unknown,0.0541,0.25,0.25,541,2164,2164,?a
?a  ageCategory  old  ?a  drug  Nivolumab   ,?a  smokingHabit  Unknown,0.043,0.249855,0.249855,430,1721,1721,?a
?a  biomarker  Unknown  ?a  comorbidity  Depression   ,?a  smokingHabit  CurrentSmoker,0.0354,0.249824,0.249824,354,1417,1417,?a
?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.0885,0.249718,0.249718,885,3544,3544,?a
?a  biomarker  ALK_Positive   ,?a  smokingHabit  NonSmoker,0.0753,0.249503,0.249503,753,3018,3018,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.0614,0.249492,0.249492,614,2461,2461,?a
?a  biomarker  EGFR_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  NonSmoker,0.0254,0.249264,0.249264,254,1019,1019,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  NonSmoker,0.053,0.24906,0.24906,530,2128,2128,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.0434,0.248996,0.248996,434,1743,1743,?a
?a  drug  Carboplatin   ,?a  drug  Nivolumab,0.049519,0.248915,0.248915,860,3455,3455,?a
?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.1248,0.248903,0.248903,1248,5014,5014,?a
?a  sex  male   ,?a  smokingHabit  NonSmoker,0.1259,0.248814,0.248814,1259,5060,5060,?a
?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.1259,0.248814,0.248814,1259,5060,5060,?a
?a  biomarker  ROS1_Positive  ?a  sex  female   ,?a  smokingHabit  Unknown,0.0364,0.248804,0.248804,364,1463,1463,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  Unknown,0.0253,0.248771,0.248771,253,1017,1017,?a
